sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
54015;2005195;2019032677; Damini Mani; H.No. 26; Sura Zila; Ujjain-145568; +91 6175631226; Baghyawati Bhattacharyya; H.No. 214; Arya Nagar; Panvel-511291; +91 9533724571;1;117;32;6290; 2019-03-21 04:01:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54016;2005196;2019032767; Ojas Seth; 62/17; Magar Ganj; Udaipur 010068; +91 8565313010; Warhi Hari; H.No. 812; Chauhan Circle; Ongole-234907; +91 9982126536;1;131;101;4025; 2019-03-21 01:03:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54017;2005197;2019033369; Rehaan Gaba; H.No. 12; Kothari Road; Purnia-607207; +91 7334802590; Radhika Sha; H.No. 135; Naidu Circle; Rewa-564730; +91 7373427902;1;44;113;3489; 2019-03-21 00:55:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54018;2005198;2019035364; Warda Dubey; 23/99; Chhabra Zila; Guntakal 521146; +91 8101227495; Qarin Keer; H.No. 68; Chatterjee Ganj; Srikakulam 481759; +91 7087569321;2;25;6;2841; 2019-03-20 22:41:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54019;2005199;2019031507; Hamsini Radhakrishnan;545; Tank; Adoni-757651; +91 6373190565; Viraj More;288; Rai Ganj; Madanapalle 733644; +91 7353993322;2;129;69;3305; 2019-03-20 12:22:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54020;2005200;2019034412; Bhavika Minhas; 01/17; Narain Road; Latur 765296; +91 8536816534; Gautam Hayre; 37/90; Kadakia Ganj; Junagadh 038714; +91 6895206780;1;36;56;407; 2019-03-20 11:19:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54021;2005201;2019034621; Kamya Rao;12; Kota Marg; Jalandhar-430440; +91 6383305320; Daniel Dhaliwal; 39/505; Lad; Sonipat 248880; +91 8281850541;1;68;22;446; 2019-03-20 02:52:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54022;2005202;2019031135; Logan Korpal; H.No. 17; Chokshi Path; Mathura 833485; +91 7995750950; Raghav Vohra; H.No. 782; Dhar Path; Junagadh 173860; +91 8607550393;1;26;150;4900; 2019-03-19 11:40:48;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54023;2005203;2019030813; Jeet Kapadia;442; Choudhary Road; Thiruvananthapuram-954921; +91 6527743616; Maanav Sinha; H.No. 681; Vig Chowk; Rohtak 774974; +91 7097588197;2;69;97;882; 2019-03-19 05:52:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54024;2005204;2019030522; Ekalinga Dugar; 22/422; Baria Marg; Dehradun 053057; +91 6531499272; Mohini Som; 76/921; Bail Circle; Satna 686810; +91 8449287674;2;64;47;1453; 2019-03-19 04:15:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54025;2005205;2019034417; Chatura Basak; H.No. 167; Kar Circle; Aizawl-886008; +91 8810234232; Arin Pai; 45/957; Tandon Chowk; Kadapa 623936; +91 7937138239;1;12;18;2357; 2019-03-18 06:03:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54026;2005206;2019034256; Noah Khatri; H.No. 017; Ramesh; Barasat-451713; +91 9233267050; Zinal Edwin;64; Som Nagar; Fatehpur-415256; +91 7270428911;2;149;63;1665; 2019-03-17 22:51:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54027;2005207;2019030314; Kalpit Gole;710; Madan Marg; Junagadh-142689; +91 6157658650; Panini Sur;72; Khosla Nagar; Anantapuram 810518; +91 8371954542;1;27;33;2441; 2019-03-17 18:20:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54028;2005208;2019031652; Vyanjana Narula; H.No. 514; Barad Marg; Ambattur-153147; +91 9540378256; Charita Desai;92; Om Chowk; Sambalpur-326016; +91 8366650143;1;92;61;2570; 2019-03-17 15:26:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54029;2005209;2019034352; Adya Dhar; H.No. 35; Sarma Marg; Bikaner 154264; +91 8099398787; Champak Garde;47; Konda Circle; Gulbarga 941316; +91 6597101646;2;94;141;6002; 2019-03-17 13:30:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54030;2005210;2019035303; Michael Kakar; 00/18; Panchal Zila; Ujjain 527917; +91 6593773687; Nandini Kanda; 96/062; Brar Ganj; Kolhapur-719697; +91 6111516629;1;115;81;4248; 2019-03-17 07:20:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54031;2005211;2019032967; Oeshi Mahal; H.No. 549; Vohra Ganj; Machilipatnam 318241; +91 6245078717; Wriddhish Saran; H.No. 04; Kalla Ganj; Chandigarh-562332; +91 9208510764;2;118;17;6735; 2019-03-16 18:35:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54032;2005212;2019030360; Neel Ramesh; H.No. 874; Chana Circle; Surendranagar Dudhrej-559495; +91 6508595071; Urvashi Sen; H.No. 07; Kibe Zila; Jehanabad-041109; +91 6269049707;2;9;148;3199; 2019-03-16 16:18:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54033;2005213;2019030096; Pranit Nagi; 22/58; Samra Chowk; Ahmednagar 570697; +91 7550153052; Nihal Krishna;95; Sahni; Hazaribagh-573049; +91 9912861294;1;73;104;2346; 2019-03-15 20:35:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54034;2005214;2019035342; Maanas Radhakrishnan; 94/45; Kamdar Zila; Pune 141200; +91 6368219008; Urmi Rama; 84/09; Rama Marg; Mehsana 996097; +91 6682668809;1;21;10;3001; 2019-03-15 10:46:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54035;2005215;2019035058; Hiral Pillai; H.No. 72; Balan Circle; Ambala 021786; +91 9480385786; Garima Upadhyay;510; Chokshi Circle; Gwalior 489774; +91 6235006816;2;79;139;4684; 2019-03-15 08:32:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54036;2005216;2019031349; Jack Kar; 48/72; Kara; Ujjain 885434; +91 7808123189; Harsh Kar; 53/607; Divan; Delhi 245455; +91 6873125620;1;126;143;6543; 2019-03-15 06:23:36;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54037;2005217;2019031327; Mekhala Subramaniam; 57/67; Keer Ganj; Jamshedpur 320573; +91 6036601410; Arya Sagar; 61/744; Hari Nagar; Tumkur 560683; +91 8603240641;1;61;11;2878; 2019-03-15 06:04:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54038;2005218;2019030031; Lohit Sidhu; 01/977; Misra Road; Farrukhabad 064329; +91 7574105434; Ekaraj Arora; H.No. 234; Vora Ganj; Bidar-653804; +91 6316755116;2;34;27;3607; 2019-03-14 21:09:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54039;2005219;2019035022; Chaitanya Bhandari;148; Rama; Noida 150289; +91 6466335829; Idika Dutta;49; Kunda Marg; Kharagpur 257004; +91 8097006324;1;88;92;6820; 2019-03-14 06:19:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54040;2005220;2019030076; Darika Desai;73; Ravel Chowk; Saharsa 478587; +91 6833724686; Nilima Agrawal; 68/40; Dewan Chowk; Durgapur-430209; +91 6313408244;1;137;100;777; 2019-03-14 06:18:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54041;2005221;2019032931; Avni Iyengar;757; Pall Nagar; Bahraich-169309; +91 9096588702; Jagrati Verma;9; Dave; Kolkata 070993; +91 9252501595;2;141;34;4036; 2019-03-13 12:41:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54042;2005222;2019034347; Kashvi Yogi; 82/77; Prakash Chowk; Bokaro 806674; +91 9058268422; Qasim Keer; 31/492; Bumb Nagar; Tiruchirappalli-265472; +91 6002116132;1;70;10;4691; 2019-03-13 12:22:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54043;2005223;2019034726; Omaja Amble; H.No. 97; Magar Road; Siwan-881844; +91 6061020601; Yadavi Kaul; H.No. 41; Narasimhan Nagar; Panipat 074242; +91 8982377803;2;34;126;5138; 2019-03-13 03:26:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54044;2005224;2019031704; Yagnesh Dasgupta;581; Nadkarni; Vasai-Virar-754811; +91 7870647079; Advay Raghavan;85; Thaman Nagar; Medininagar-846521; +91 6473680749;2;29;143;1347; 2019-03-13 01:32:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54045;2005225;2019032311; Chatresh Nadkarni; H.No. 285; Agarwal Chowk; Medininagar-211152; +91 7612968688; Pavani Sule; H.No. 384; Sodhi Zila; Madhyamgram-725774; +91 8339415159;1;67;39;6203; 2019-03-13 00:49:30;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54046;2005226;2019030003; Hemangini Padmanabhan;960; Tella Nagar; Aizawl 250919; +91 8982973589; Kabir Gandhi; H.No. 745; Nadkarni Ganj; Suryapet 026939; +91 9957094234;2;139;12;6837; 2019-03-12 10:50:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54047;2005227;2019031923; Triya Memon;12; Ramaswamy Ganj; Gorakhpur 762144; +91 9095667597; Eiravati Iyengar; H.No. 13; Mammen; Sultan Pur Majra-213508; +91 7845816183;1;32;117;5861; 2019-03-12 06:55:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54048;2005228;2019033377; Darpan Dugar; 45/467; Kala Circle; Medininagar 784853; +91 9662323118; Yagnesh Sunder; 41/676; Dada Ganj; Mango-069099; +91 7037062842;2;136;93;2596; 2019-03-11 17:45:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54049;2005229;2019030034; Liam Loyal; H.No. 54; Dhawan Path; Asansol 977940; +91 6094927866; Kai Deshmukh; 65/549; Baria Street; HubliÃ¯Â¿Â½Dharwad-314622; +91 6098348385;2;138;14;6532; 2019-03-11 09:26:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54050;2005230;2019032157; Hitesh Toor;0; Kakar Chowk; Machilipatnam-696483; +91 6631810717; Amruta Lad; H.No. 12; Lad Chowk; Bongaigaon 112573; +91 6799546159;1;86;56;5817; 2019-03-11 04:10:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54051;2005231;2019034080; Urishilla Ravi;847; Ratti Nagar; Adoni-426373; +91 8883378038; Nitesh Sule; H.No. 60; Buch Zila; Bulandshahr-595757; +91 8934751786;1;100;141;5374; 2019-03-11 01:16:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54052;2005232;2019031386; Niharika Lata; 75/99; Amble Chowk; Chandrapur-641812; +91 6490949786; Ati Majumdar; 18/26; Pant Zila; Firozabad 829794; +91 8234104608;1;7;69;4881; 2019-03-10 19:20:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54053;2005233;2019034664; Ekaja Comar; H.No. 140; Setty Nagar; Vasai-Virar 470179; +91 7185551822; Girindra Chhabra;98; Chand Ganj; Bangalore 385641; +91 9142935314;2;43;95;45099; 2019-03-10 17:42:38;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54054;2005234;2019031722; Hamsini Khare; H.No. 683; Varughese Circle; Gandhidham-597588; +91 7285290412; Balvan Peri;16; Edwin Ganj; Meerut-896239; +91 6145674514;1;107;50;2836; 2019-03-10 15:07:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54055;2005235;2019034394; Netra Ray; 65/705; Kara Street; Ajmer-762837; +91 7174892755; Kevin Chaudhari; H.No. 350; Deshpande Chowk; Varanasi-597737; +91 6413302370;1;6;9;3316; 2019-03-10 04:16:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54056;2005236;2019030711; Samaksh Loyal;71; Raj Street; Darbhanga-625637; +91 7843564747; Jagvi Goyal; H.No. 45; Ghose Street; Phusro-127340; +91 7974623001;1;146;69;2770; 2019-03-09 22:04:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54057;2005237;2019034992; Logan Tella; H.No. 32; Mitter Street; Siwan 372672; +91 6127406655; Yug Shenoy;93; Lad; Pimpri-Chinchwad-249340; +91 7279020583;2;73;99;2329; 2019-03-09 18:06:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54058;2005238;2019034071; Ubika DÃ¯Â¿Â½Alia;16; Oommen Circle; Nandyal 223927; +91 6925281936; Shaurya Badal; 46/494; Sinha Street; Hazaribagh-371167; +91 8738874578;2;125;4;6803; 2019-03-09 12:59:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54059;2005239;2019033761; Elijah Kibe; H.No. 316; Hayer Road; Surendranagar Dudhrej 018794; +91 6934183485; Vritti Prakash;648; Dash Nagar; Rajahmundry 758167; +91 9221407757;2;23;27;6938; 2019-03-09 10:00:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54060;2005240;2019034314; Yochana Rai; H.No. 843; Ramakrishnan Nagar; Kamarhati 868427; +91 6480191503; Upadhriti Sura; H.No. 92; Parikh Chowk; Patiala-291870; +91 8154601313;2;10;1;4888; 2019-03-08 17:38:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54061;2005241;2019031294; Atharv Chandra; 20/064; Ahluwalia Chowk; HubliÃ¯Â¿Â½Dharwad-604776; +91 9407152028; Manthan Menon; H.No. 71; Toor Path; Nanded 751141; +91 6288362664;1;138;44;4340; 2019-03-08 16:49:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54062;2005242;2019030919; Falguni Palla; H.No. 39; Prakash Zila; Sagar-669129; +91 7101389917; Advay Khosla;59; Dube; Kottayam 753404; +91 7634777315;2;129;59;5618; 2019-03-08 09:55:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54063;2005243;2019035174; Yashawini Kapoor; 53/412; Aurora Zila; Sangli-Miraj & Kupwad 279517; +91 6186625359; Aarush Grewal;38; Gupta Nagar; Khora  992323; +91 8019111689;1;38;8;5292; 2019-03-08 01:56:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54064;2005244;2019034141; Teerth Narang; 73/234; Nayar Chowk; Mehsana 145599; +91 9996180522; Ansh Bobal; H.No. 308; Deo Ganj; Sangli-Miraj & Kupwad 160955; +91 6444758411;1;141;112;3825; 2019-03-07 19:22:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54065;2005245;2019032138; Rayaan Manda; H.No. 952; Raval Nagar; Dewas 397329; +91 8734075457; Ubika Raju; 29/78; Brahmbhatt Marg; Ichalkaranji-902907; +91 9735276708;1;11;118;6679; 2019-03-07 18:01:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54066;2005246;2019031044; Frado Konda; 88/81; Rajagopalan; Arrah 594787; +91 8282988485; Bishakha Chowdhury;472; Deol Circle; Gangtok-665842; +91 6349642075;1;81;59;3743; 2019-03-07 15:03:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54067;2005247;2019030497; Tristan Sachdeva;39; Cherian Chowk; Kamarhati-811896; +91 8761811216; Banjeet Dash; H.No. 598; Sarna; Bhusawal-522023; +91 9183310144;1;116;41;3456; 2019-03-07 11:16:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54068;2005248;2019031715; Harshil Anand; 55/638; Minhas Street; Kolhapur-719482; +91 8002559868; Ojasvi Parekh; 84/78; Madan Zila; Akola-442217; +91 9887170741;2;102;56;3063; 2019-03-07 03:03:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54069;2005249;2019030638; Ayushman Sridhar; 59/17; Mishra Chowk; Kochi 656620; +91 6258824157; Yauvani Ganesan; H.No. 039; Andra Zila; Gudivada-816881; +91 7273072471;1;117;59;2763; 2019-03-07 01:21:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54070;2005250;2019032750; Samarth Vyas; H.No. 768; Samra Road; Davanagere-940592; +91 6765117051; Reva Bhatia; 48/593; Dey Path; HubliÃ¯Â¿Â½Dharwad 565683; +91 7218278890;1;74;54;6657; 2019-03-06 20:11:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54071;2005251;2019032529; Yauvani Sarraf; H.No. 44; Tank Marg; Mira-Bhayandar-626054; +91 9327521790; Rachit Suresh;333; Kala Zila; Bellary-396149; +91 6752586169;2;40;61;5644; 2019-03-06 17:41:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54072;2005252;2019032153; Irya Bhatnagar; 45/762; Pandya Zila; Amritsar-935290; +91 6597624666; Omkaar Patla;110; Wali; Tirupati 274203; +91 6119081296;1;145;41;2136; 2019-03-06 12:31:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54073;2005253;2019031619; Urmi Swamy; 08/08; Guha Marg; Dewas 453102; +91 8474564892; Bachittar Balasubramanian; 64/714; Arya Path; Coimbatore 503927; +91 9990750441;1;45;98;688; 2019-03-06 08:08:43;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54074;2005254;2019032392; Yauvani Mangat;55; Thaker Path; Raichur-148409; +91 6547444538; Suhani Virk; 01/628; Sehgal Marg; Chittoor-697017; +91 6939916659;2;124;111;2348; 2019-03-05 23:36:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54075;2005255;2019031504; Pushti Nagy; H.No. 715; Palla Path; Bijapur 291739; +91 6290094753; Nitesh Bajaj; 10/13; Misra; Dehradun 195694; +91 9656792088;2;56;143;3855; 2019-03-05 22:40:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54076;2005256;2019032256; Nachiket Varghese; 77/49; Bath; Kishanganj 475101; +91 9206863357; Leela Sampath; 81/16; Brahmbhatt Circle; Jalandhar-727309; +91 6717244568;2;82;60;247; 2019-03-05 13:21:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54077;2005257;2019030676; Darika Badami;485; Dubey Nagar; Yamunanagar-744987; +91 9308485469; Advik Sarna;659; Tiwari Ganj; Pudukkottai-401389; +91 8372506965;1;29;82;3250; 2019-03-05 09:07:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54078;2005258;2019035159; Meera Hans; 74/116; Kalla Ganj; Hindupur 733863; +91 8998321634; Xalak Bobal; 77/67; Bajwa Road; Mango 882687; +91 7640505931;2;1;125;3214; 2019-03-05 02:29:54;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54079;2005259;2019035427; Ganga Dua; 07/255; Sekhon; Panvel 351515; +91 6458672511; Ekalinga Bedi; 36/560; Palla Chowk; Sambhal-399832; +91 8308887659;2;101;74;3953; 2019-03-04 09:50:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54080;2005260;2019034746; Yatan Sama; 72/39; Kade Marg; Muzaffarnagar-591816; +91 8918227939; Tanvi Khosla; H.No. 28; Datta Nagar; Tezpur 653398; +91 8237843778;2;113;32;853; 2019-03-03 20:14:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54081;2005261;2019034000; Fariq Anne; 40/133; Misra Marg; Hajipur 531856; +91 7495408267; Nandini Anand; H.No. 028; Tella Street; Deoghar 331959; +91 6947567229;2;134;97;3307; 2019-03-03 18:19:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54082;2005262;2019030411; Madhavi Warrior;93; Issac Nagar; Chennai-782802; +91 6250602682; Mohini Pillai;514; Tiwari Path; Jaunpur-127992; +91 8825574985;1;63;73;6540; 2019-03-03 04:44:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54083;2005263;2019032389; Vasatika Tara;67; Chakraborty Chowk; Kottayam-836077; +91 9194144997; Omisha Wason; H.No. 774; Singh Circle; Kollam-019929; +91 6672725875;2;136;40;6086; 2019-03-02 20:55:38;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54084;2005264;2019034909; Darika Ganesan; H.No. 99; Ray Path; Ramgarh-776363; +91 9874597990; Inaya Deol; 44/539; Vora Zila; Sultan Pur Majra 003095; +91 9890000688;2;54;88;1767; 2019-03-02 16:59:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54085;2005265;2019035108; Frederick Comar; H.No. 857; Dani Ganj; Gandhidham-995162; +91 8249135283; Anika Parikh;27; Mannan Circle; Guntur-914800; +91 7596985369;1;60;113;3611; 2019-03-02 13:25:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54086;2005266;2019034339; Tripti Oak; 27/730; Butala Ganj; Ludhiana 893567; +91 6961945037; Manthan Dalal; 00/584; Pandya Path; Kulti 171235; +91 7462423115;1;59;133;4378; 2019-03-02 06:42:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54087;2005267;2019025208; Vedhika Sane;85; Suri Road; Ramagundam-679217; +91 8946097832; Amruta Bail; H.No. 10; Pandit Road; Saharsa-189518; +91 8050589152;2;55;115;5005; 2019-02-28 22:56:48;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54088;2005268;2019024602; Reva Kade; 74/468; Bhatia Ganj; Navi Mumbai-256254; +91 9590955294; Atharv Comar; 82/32; Balan Street; Warangal-774735; +91 8903938245;2;71;141;1276; 2019-02-28 13:34:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54089;2005269;2019020989; Yash Pradhan; H.No. 06; Ratta Nagar; Bharatpur 181722; +91 6690717457; Urvi Mann; 42/998; Gill Path; Mau-500437; +91 8555165358;1;148;14;6690; 2019-02-28 03:28:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54090;2005270;2019021649; Anthony Kumar;901; Divan Marg; Bharatpur 307095; +91 8745151150; Jyoti Sharaf; 91/841; Verma Ganj; Bhilwara 494160; +91 8590712462;2;117;131;6114; 2019-02-27 15:30:55;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54091;2005271;2019023790; Samarth Bobal;26; Golla Chowk; Alwar-776595; +91 7448611035; Falak Nadig;481; Bandi; Vasai-Virar-517248; +91 7174589422;1;17;36;3266; 2019-02-27 06:58:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54092;2005272;2019024591; Dalbir De; H.No. 340; Johal Road; Ambattur 098064; +91 7664576966; Ekta Minhas; H.No. 53; Kar Nagar; Delhi 031505; +91 7574570781;2;148;77;4087; 2019-02-27 06:46:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54093;2005273;2019021656; Atharv Walia; H.No. 64; Prabhu; Gandhidham-362931; +91 6383179588; Max Mohan; 51/72; Minhas Circle; Sambalpur-100932; +91 8383644670;2;140;93;1813; 2019-02-27 02:47:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54094;2005274;2019024298; Parth Choudhary; H.No. 61; Aggarwal Chowk; Ichalkaranji-663587; +91 7200305939; Eta Oak;383; Sane Marg; Durgapur 777529; +91 7934131946;1;52;65;1720; 2019-02-26 22:34:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54095;2005275;2019020934; Daksh Talwar; H.No. 015; Natt Path; Bihar Sharif-137746; +91 9050221430; Bhanumati Chaudhry; 86/266; Sen Chowk; Bahraich 757047; +91 6132056285;1;31;40;453; 2019-02-26 21:52:54;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54096;2005276;2019024956; Aachal Murty; H.No. 787; Konda Road; Amaravati-274932; +91 7942318569; Guneet Mani;807; Pant Street; Bhagalpur 968833; +91 6056161754;1;115;145;5647; 2019-02-26 12:20:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
